2024-07-11_14-10-53,Model_Inference,0.092929,fp32,547
Filename,Operation,Time_s,Mode,keypoints
2024-07-10_15-52-36,Model_Inference,0.081127,fp32,277
2024-07-11_14-13-51,Model_Inference,0.063184,fp32,435
2024-07-11_14-06-07,Model_Inference,0.057586,fp32,428
2024-07-11_14-14-24,Model_Inference,0.065202,fp32,402
2024-07-10_15-52-37,Model_Inference,0.058551,fp32,284
2024-07-11_14-16-32,Model_Inference,0.059927,fp32,422
2024-07-10_15-51-48,Model_Inference,0.064751,fp32,305
2024-07-11_14-05-35,Model_Inference,0.057072,fp32,426
2024-07-10_15-38-54,Model_Inference,0.052403,fp32,442
2024-07-10_15-50-55,Model_Inference,0.049627,fp32,313
2024-07-10_15-41-46,Model_Inference,0.049401,fp32,396
2024-07-10_15-51-45,Model_Inference,0.065675,fp32,278
2024-07-11_14-03-31,Model_Inference,0.048937,fp32,486
2024-07-10_15-54-07,Model_Inference,0.052317,fp32,285
2024-07-11_14-17-59,Model_Inference,0.048277,fp32,334
2024-07-10_15-44-58,Model_Inference,0.053220,fp32,360
2024-07-11_14-02-35,Model_Inference,0.045369,fp32,575
2024-07-10_15-43-03,Model_Inference,0.051926,fp32,310
2024-07-10_15-40-03,Model_Inference,0.051093,fp32,505
2024-07-11_14-18-28,Model_Inference,0.054738,fp32,373
2024-07-10_15-48-15,Model_Inference,0.050636,fp32,316
2024-07-11_14-04-22,Model_Inference,0.050912,fp32,530
2024-07-10_15-43-56,Model_Inference,0.049260,fp32,355
2024-07-11_14-13-12,Model_Inference,0.053618,fp32,485
2024-07-10_15-53-12,Model_Inference,0.050964,fp32,295
2024-07-11_14-12-14,Model_Inference,0.054150,fp32,467
2024-07-11_14-17-18,Model_Inference,0.049877,fp32,399
2024-07-10_15-51-21,Model_Inference,0.058935,fp32,318
2024-07-11_14-15-08,Model_Inference,0.059949,fp32,392
2024-07-11_14-19-12,Model_Inference,0.054503,fp32,343
2024-07-10_15-40-53,Model_Inference,0.049999,fp32,391
